"network_id";"null_model";"replicate";"metric";"value"
"D21_80_degdist";"degree_distribution";1;"richness";43
"D21_80_degdist";"degree_distribution";1;"connectance";0,26790450928382
"D21_80_degdist";"degree_distribution";1;"degree.shannon";3,44302465381062
"D21_80_degdist";"degree_distribution";1;"degree.mean";4,69767441860465
"D21_80_degdist";"degree_distribution";1;"degree.sd";4,16067121256798
"D21_80_degdist";"degree_distribution";1;"degree.skewness";1,71174251268409
"D21_80_degdist";"degree_distribution";1;"degree.kurtosis";5,57004742735029
"D21_80_degdist";"degree_distribution";1;"modularity.betweenness";0,126262131163611
"D21_80_degdist";"degree_distribution";1;"modularity.infomap";0,0545044603470248
"D21_80_degdist";"degree_distribution";1;"nestedness";19,3009245951902
"D21_80_degdist";"degree_distribution";1;"centrality.degree";0,332171893147503
"D21_80_degdist";"degree_distribution";1;"centrality.eigen";0,407707226859961
"D21_80_degdist";"degree_distribution";1;"interaction.overlap";0,339961543393437
"D21_80_degdist";"degree_distribution";1;"link.density";4,69767441860465
